id,DayofWeek,CRSDepTime,UniqueCarrier,FlightNum,Origin,Dest,ArrDelay
23254,4,630,UA,1536.0,CAE,IAD,0
23255,4,635,EA,931.0,CLE,IAD,-7
23256,4,635,UA,563.0,EWR,IAD,-14
23257,4,645,UA,901.0,LGA,IAD,-9
23258,4,645,UA,1095.0,DTW,IAD,-2
23259,4,645,UA,1299.0,BOS,IAD,4
23260,4,650,CO,151.0,BOS,IAD,7
23261,4,650,NW,675.0,IAD,MSP,-1
23262,4,655,UA,16.0,IAD,PHL,4
23263,4,655,UA,900.0,IAD,LGA,-4
23264,4,700,UA,1465.0,BDL,IAD,12
23265,4,700,EA,509.0,IAD,ATL,3
23266,4,700,UA,1401.0,FLL,IAD,12
23267,4,705,UA,21.0,PHL,IAD,-5
23268,4,705,UA,1252.0,TPA,IAD,3
23269,4,705,UA,1000.0,RSW,IAD,0
23270,4,705,UA,1144.0,PBI,IAD,0
23271,4,707,AA,985.0,IAD,ORD,2
23272,4,710,UA,1461.0,BUF,IAD,-9
23273,4,710,NW,824.0,IAD,DTW,10
23274,4,720,UA,1021.0,ROC,IAD,9
23275,4,720,UA,1428.0,MCO,IAD,3
23276,4,725,UA,1552.0,GSO,IAD,-5
23277,4,725,UA,904.0,JAX,IAD,-5
23278,4,725,CO,206.0,PBI,IAD,9
23279,4,730,UA,342.0,DEN,IAD,3
23280,4,735,CO,180.0,MCO,IAD,-15
23281,4,740,CO,845.0,IAD,IAH,13
23282,4,746,UA,401.0,IAD,ORD,-7
23283,4,800,UA,97.0,IAD,LAX,3
23284,4,800,DL,231.0,IAD,SLC,-1
23285,4,800,TW,862.0,SFO,IAD,-6
23286,4,800,US,591.0,IAD,PIT,-6
23287,4,800,UA,1062.0,IAD,BOS,0
23288,4,805,CO,584.0,DEN,IAD,-17
23289,4,810,EA,931.0,IAD,SJU,-7
23290,4,810,UA,1400.0,CHS,IAD,10
23291,4,812,AA,691.0,IAD,DFW,-10
23292,4,815,UA,50.0,SFO,IAD,2
23293,4,815,UA,902.0,IAD,LGA,6
23294,4,817,UA,1536.0,IAD,EWR,17
23295,4,823,AA,272.0,DFW,IAD,13
23296,4,825,UA,1470.0,IAD,BDL,4
23297,4,830,UA,1298.0,RDU,IAD,1
23298,4,830,UA,903.0,LGA,IAD,10
23299,4,835,US,172.0,PIT,IAD,5
23300,4,835,UA,901.0,IAD,CLE,-4
23301,4,840,TW,630.0,STL,IAD,-1
23302,4,845,UA,52.0,LAX,IAD,-2
23303,4,845,AA,76.0,LAX,IAD,17
23304,4,850,TW,890.0,LAX,IAD,-3
23305,4,853,UA,1095.0,IAD,FLL,0
23306,4,900,CO,271.0,IAD,MCO,10
23307,4,900,UA,1579.0,IAD,MIA,41
23308,4,902,UA,1021.0,IAD,MSY,-16
23309,4,904,UA,1191.0,IAD,MCO,20
23310,4,905,DL,1021.0,IAD,ATL,4
23311,4,905,CO,151.0,IAD,PBI,-5
23312,4,907,UA,1461.0,IAD,CHS,-3
23313,4,910,CO,1729.0,IAD,DEN,30
23314,4,910,UA,1107.0,IAD,PBI,31
23315,4,915,TW,601.0,IAD,STL,2
23316,4,915,UA,175.0,IAD,DEN,-2
23317,4,920,EA,548.0,ATL,IAD,34
23318,4,920,AA,77.0,IAD,LAX,-9
23319,4,930,UA,905.0,LGA,IAD,10
23320,4,940,AA,337.0,IAD,ORD,-5
23321,4,944,DL,974.0,SLC,IAD,-8
23322,4,945,UA,1237.0,IAD,JAX,54
23323,4,948,AA,290.0,ORD,IAD,-6
23324,4,1000,US,172.0,IAD,PHF,1
23325,4,1000,UA,904.0,IAD,LGA,23
23326,4,1000,UA,1423.0,EWR,IAD,2
23327,4,1000,NW,1165.0,IAD,MEM,-20
23328,4,1000,UA,1298.0,IAD,BOS,-3
23329,4,1000,UA,1023.0,BOS,IAD,-1
23330,4,1001,UA,1132.0,IAD,DTW,13
23331,4,1002,UA,1428.0,IAD,BDL,3
23332,4,1008,UA,1000.0,IAD,CLE,-11
23333,4,1010,UA,1400.0,IAD,EWR,21
23334,4,1010,UA,1577.0,BDL,IAD,-2
23335,4,1015,UA,1553.0,CLE,IAD,1
23336,4,1018,UA,1280.0,IAD,BUF,8
23337,4,1020,DL,880.0,ATL,IAD,16
23338,4,1023,UA,1144.0,IAD,ROC,-2
23339,4,1025,CO,206.0,IAD,BOS,-23
23340,4,1041,UA,270.0,DEN,IAD,10
23341,4,1050,CO,778.0,DEN,IAD,6
23342,4,1115,UA,523.0,IAD,ORD,9
23343,4,1120,US,348.0,PHF,IAD,-2
23344,4,1120,UA,1402.0,MSY,IAD,-2
23345,4,1125,UA,906.0,IAD,LGA,-3
23346,4,1145,UA,907.0,LGA,IAD,0
23347,4,1150,EA,665.0,IAD,ATL,7
23348,4,1154,UA,1423.0,IAD,ORF,-2
23349,4,1159,UA,1291.0,BOS,IAD,3
23350,4,1200,UA,1553.0,IAD,GSO,-17
23351,4,1200,NW,460.0,DTW,IAD,2
23352,4,1200,CO,1621.0,IAD,DEN,21
23353,4,1200,UA,1192.0,MCO,IAD,17
23354,4,1202,UA,1555.0,BDL,IAD,34
23355,4,1202,UA,1577.0,IAD,MCO,11
23356,4,1204,UA,1023.0,IAD,RDU,-1
23357,4,1205,CO,200.0,PBI,IAD,2
23358,4,1210,UA,1619.0,CLE,IAD,-1
23359,4,1210,UA,1145.0,DTW,IAD,17
23360,4,1210,UA,1294.0,FLL,IAD,-8
23361,4,1215,UA,1283.0,EWR,IAD,-9
23362,4,1218,UA,1554.0,MIA,IAD,44
23363,4,1220,UA,1043.0,ROC,IAD,0
23364,4,1220,UA,1267.0,BUF,IAD,8
23365,4,1220,EA,652.0,ATL,IAD,-9
23366,4,1225,UA,1064.0,TPA,IAD,5
23367,4,1225,UA,910.0,PBI,IAD,26
23368,4,1225,UA,20.0,SFO,IAD,36
23369,4,1230,US,348.0,IAD,PIT,2
23370,4,1230,UA,909.0,LGA,IAD,29
23371,4,1230,TW,195.0,IAD,STL,-16
23372,4,1230,UA,1256.0,JAX,IAD,42
23373,4,1235,AA,272.0,IAD,BDL,12
23374,4,1240,CO,157.0,BOS,IAD,-10
23375,4,1240,DL,539.0,IAD,ATL,-2
23376,4,1250,NW,952.0,MEM,IAD,8
23377,4,1311,AA,131.0,IAD,DFW,-12
23378,4,1320,US,340.0,PIT,IAD,14
23379,4,1320,UA,1403.0,CHS,IAD,4
23380,4,1320,NW,1258.0,MSP,IAD,8
23381,4,1325,CO,586.0,DEN,IAD,18
23382,4,1330,AA,36.0,LAX,IAD,42
23383,4,1335,CO,1092.0,IAH,IAD,19
23384,4,1341,AA,567.0,BDL,IAD,-9
23385,4,1345,UA,1450.0,GSO,IAD,-3
23386,4,1354,UA,1043.0,IAD,MSY,-7
23387,4,1355,NW,1167.0,IAD,MEM,-19
23388,4,1355,UA,907.0,IAD,CAE,-13
23389,4,1356,UA,1267.0,IAD,MIA,15
23390,4,1400,UA,908.0,IAD,LGA,5
23391,4,1402,UA,1291.0,IAD,FLL,2
23392,4,1404,UA,1619.0,IAD,RSW,-12
23393,4,1405,UA,112.0,ORD,IAD,20
23394,4,1410,UA,1555.0,IAD,GSO,-15
23395,4,1412,UA,1145.0,IAD,SRQ,-14
23396,4,1415,UA,283.0,IAD,DEN,-10
23397,4,1420,UA,909.0,IAD,MCO,19
23398,4,1436,AA,338.0,DFW,IAD,17
23399,4,1441,UA,1427.0,IAD,TPA,10
23400,4,1450,UA,1451.0,IAD,JAX,23
23401,4,1450,UA,1002.0,MCO,IAD,5
23402,4,1450,CO,157.0,IAD,MCO,-67
23403,4,1450,CO,267.0,IAD,PBI,4
23404,4,1510,US,481.0,IAD,PIT,6
23405,4,1510,CO,1675.0,IAD,DEN,57
23406,4,1515,UA,1184.0,IAD,DTW,31
23407,4,1515,EA,541.0,IAD,ATL,-4
23408,4,1522,UA,898.0,IAD,BOS,8
23409,4,1524,DL,742.0,ATL,IAD,-1
23410,4,1526,UA,1450.0,IAD,CLE,17
23411,4,1527,AA,567.0,IAD,DFW,-12
23412,4,1528,UA,1554.0,IAD,BDL,46
23413,4,1530,UA,344.0,DEN,IAD,19
23414,4,1534,UA,1064.0,IAD,BUF,15
23415,4,1535,CO,582.0,DEN,IAD,-1
23416,4,1550,UA,910.0,IAD,LGA,-3
23417,4,1551,UA,1068.0,RDU,IAD,5
23418,4,1551,UA,1224.0,GSO,IAD,-3
23419,4,1554,UA,1154.0,CAE,IAD,-1
23420,4,1557,AA,236.0,ORD,IAD,62
23421,4,1600,UA,915.0,LGA,IAD,1
23422,4,1605,UA,1405.0,MSY,IAD,1
23423,4,1617,DL,932.0,SLC,IAD,-4
23424,4,1620,NW,1166.0,MEM,IAD,5
23425,4,1625,DL,573.0,IAD,ATL,0
23426,4,1625,NW,449.0,IAD,MSP,104
23427,4,1637,TW,674.0,STL,IAD,72
23428,4,1655,UA,671.0,IAD,ORD,47
23429,4,1655,DL,934.0,ATL,IAD,7
23430,4,1655,UA,144.0,ORD,IAD,46
23431,4,1700,US,116.0,PIT,IAD,9
23432,4,1710,UA,916.0,ORF,IAD,37
23433,4,1713,UA,1572.0,MIA,IAD,36
23434,4,1715,NW,948.0,IAD,DTW,62
23435,4,1715,UA,918.0,FLL,IAD,3
23436,4,1715,UA,1404.0,RSW,IAD,5
23437,4,1720,TW,863.0,IAD,SFO,53
23438,4,1721,AA,622.0,DFW,IAD,35
23439,4,1728,UA,1068.0,IAD,BOS,18
23440,4,1730,UA,539.0,BDL,IAD,10
23441,4,1730,UA,1238.0,JAX,IAD,7
23442,4,1730,CO,847.0,IAD,IAH,32
23443,4,1730,UA,1476.0,SRQ,IAD,12
23444,4,1730,UA,57.0,IAD,SFO,8
23445,4,1732,UA,1002.0,IAD,CLE,-1
23446,4,1735,UA,1621.0,BUF,IAD,-3
23447,4,1735,NW,708.0,MSP,IAD,3
23448,4,1736,UA,1224.0,IAD,BDL,1
23449,4,1737,UA,1263.0,TPA,IAD,21
23450,4,1740,UA,1154.0,IAD,EWR,10
23451,4,1740,UA,1425.0,DTW,IAD,39
23452,4,1745,UA,1575.0,CLE,IAD,-2
23453,4,1745,UA,914.0,IAD,LGA,18
23454,4,1745,UA,917.0,LGA,IAD,7
23455,4,1745,UA,559.0,MCO,IAD,3
23456,4,1745,TW,891.0,IAD,LAX,18
23457,4,1754,UA,1505.0,ROC,IAD,6
23458,4,1755,CO,480.0,PBI,IAD,5
23459,4,1755,DL,249.0,IAD,SLC,5
23460,4,1805,CO,154.0,MCO,IAD,7
23461,4,1810,CO,1637.0,IAD,DEN,30
23462,4,1810,AA,75.0,IAD,LAX,25
23463,4,1820,US,473.0,IAD,PIT,3
23464,4,1825,EA,932.0,SJU,IAD,3
23465,4,1835,UA,916.0,IAD,LGA,28
23466,4,1840,CO,848.0,IAH,IAD,8
23467,4,1859,AA,33.0,IAD,DFW,13
23468,4,1905,CO,504.0,DEN,IAD,9
23469,4,1910,UA,346.0,DEN,IAD,19
23470,4,1910,DL,1089.0,IAD,ATL,1
23471,4,1915,UA,562.0,CLE,IAD,16
23472,4,1925,UA,1477.0,EWR,IAD,-4
23473,4,1925,UA,919.0,LGA,IAD,1
23474,4,1928,AA,121.0,IAD,ORD,81
23475,4,1930,UA,1027.0,BDL,IAD,-4
23476,4,1930,UA,1575.0,IAD,CAE,-4
23477,4,1932,UA,1505.0,IAD,RSW,29
23478,4,1933,UA,1621.0,IAD,PBI,14
23479,4,1934,UA,539.0,IAD,MCO,11
23480,4,1935,UA,1559.0,BOS,IAD,-2
23481,4,1936,UA,1561.0,IAD,CHS,24
23482,4,1938,UA,1425.0,IAD,FLL,49
23483,4,1940,UA,917.0,IAD,RDU,-6
23484,4,1945,CO,897.0,IAD,LAX,-3
23485,4,1950,UA,1479.0,IAD,JAX,3
23486,4,1950,CO,197.0,IAD,MCO,-17
23487,4,1950,UA,710.0,ORD,IAD,174
23488,4,1950,CO,165.0,IAD,PBI,14
23489,4,1959,AA,472.0,DFW,IAD,-4
23490,4,2000,UA,1127.0,IAD,TPA,31
23491,4,2004,EA,698.0,ATL,IAD,26
23492,4,2010,NW,347.0,IAD,DTW,51
23493,4,2010,AA,924.0,ORD,IAD,59
23494,4,2010,NW,808.0,MEM,IAD,5
23495,4,2014,TW,664.0,STL,IAD,2
23496,4,2015,UA,921.0,LGA,IAD,8
23497,4,2015,TW,549.0,IAD,STL,41
23498,4,2022,UA,1572.0,IAD,BUF,30
23499,4,2025,UA,918.0,IAD,LGA,9
23500,4,2028,UA,1476.0,IAD,BDL,22
23501,4,2030,UA,1404.0,IAD,ROC,6
23502,4,2032,UA,559.0,IAD,CLE,15
23503,4,2035,UA,1263.0,IAD,DTW,41
23504,4,2038,DL,844.0,ATL,IAD,-1
23505,4,2040,CO,154.0,IAD,BOS,21
23506,4,2045,UA,640.0,HPN,IAD,193
23507,4,2100,UA,562.0,IAD,EWR,21
23508,4,2120,NW,346.0,DTW,IAD,40
23509,4,2130,EA,932.0,IAD,CLE,-6
23510,4,2135,UA,59.0,IAD,SFO,-2
23511,4,2135,US,596.0,PIT,IAD,14
23512,4,2145,UA,1559.0,IAD,GSO,0
23513,4,2200,CO,896.0,LAX,IAD,97
23514,4,2217,AA,92.0,LAX,IAD,-4
23515,4,2225,AA,97.0,IAD,LAX,20
23516,4,2230,UA,16.0,SFO,IAD,20
23517,4,2333,DL,962.0,ATL,IAD,1
23518,5,515,UA,797.0,IAD,CRW,3
23519,5,600,UA,899.0,ORD,IAD,14
23520,5,615,DL,357.0,IAD,ATL,12
23521,5,615,UA,341.0,IAD,DEN,-16
23522,5,625,CO,581.0,IAD,DEN,7
23523,5,630,UA,902.0,CLE,IAD,-4
23524,5,630,UA,1536.0,CAE,IAD,-6
23525,5,635,EA,931.0,CLE,IAD,-8
23526,5,635,UA,563.0,EWR,IAD,-11
23527,5,645,UA,901.0,LGA,IAD,-8
23528,5,645,UA,1095.0,DTW,IAD,-5
23529,5,645,UA,1299.0,BOS,IAD,-2
23530,5,650,CO,151.0,BOS,IAD,4
23531,5,650,NW,675.0,IAD,MSP,-3
23532,5,655,UA,16.0,IAD,PHL,-3
23533,5,655,UA,900.0,IAD,LGA,110
23534,5,700,UA,1465.0,BDL,IAD,-2
23535,5,700,EA,509.0,IAD,ATL,-4
23536,5,700,UA,1401.0,FLL,IAD,6
23537,5,705,UA,21.0,PHL,IAD,-4
23538,5,705,UA,1252.0,TPA,IAD,0
23539,5,705,UA,1000.0,RSW,IAD,-4
23540,5,705,UA,1144.0,PBI,IAD,-2
23541,5,707,AA,985.0,IAD,ORD,-7
23542,5,710,UA,1461.0,BUF,IAD,3
23543,5,710,NW,824.0,IAD,DTW,-4
23544,5,720,UA,1021.0,ROC,IAD,4
23545,5,720,UA,1428.0,MCO,IAD,15
23546,5,725,UA,1552.0,GSO,IAD,5
23547,5,725,UA,904.0,JAX,IAD,10
23548,5,725,CO,206.0,PBI,IAD,5
23549,5,730,UA,342.0,DEN,IAD,-3
23550,5,735,CO,180.0,MCO,IAD,-7
23551,5,740,CO,845.0,IAD,IAH,14
23552,5,746,UA,401.0,IAD,ORD,-19
23553,5,800,UA,97.0,IAD,LAX,-9
23554,5,800,DL,231.0,IAD,SLC,3
23555,5,800,CO,1094.0,IAH,IAD,-8
23556,5,800,TW,862.0,SFO,IAD,45
23557,5,800,US,591.0,IAD,PIT,8
23558,5,800,UA,1062.0,IAD,BOS,18
23559,5,805,CO,584.0,DEN,IAD,-4
23560,5,810,EA,931.0,IAD,SJU,0
23561,5,810,UA,1400.0,CHS,IAD,5
23562,5,812,AA,691.0,IAD,DFW,0
23563,5,815,UA,50.0,SFO,IAD,-4
23564,5,817,UA,1536.0,IAD,EWR,-3
23565,5,823,AA,272.0,DFW,IAD,4
23566,5,825,UA,1470.0,IAD,BDL,1
23567,5,830,UA,1298.0,RDU,IAD,9
23568,5,835,US,172.0,PIT,IAD,1
23569,5,845,UA,52.0,LAX,IAD,18
23570,5,845,AA,76.0,LAX,IAD,-6
23571,5,853,UA,1095.0,IAD,FLL,-8
23572,5,900,CO,271.0,IAD,MCO,4
23573,5,900,UA,21.0,IAD,SFO,13
23574,5,900,UA,1579.0,IAD,MIA,19
23575,5,902,UA,1021.0,IAD,MSY,15
23576,5,904,UA,1191.0,IAD,MCO,19
23577,5,905,DL,1021.0,IAD,ATL,-1
23578,5,905,CO,151.0,IAD,PBI,15
23579,5,906,UA,1465.0,IAD,TPA,-3
23580,5,907,UA,1461.0,IAD,CHS,4
23581,5,910,CO,1729.0,IAD,DEN,23
23582,5,910,UA,1107.0,IAD,PBI,13
23583,5,915,TW,601.0,IAD,STL,6
23584,5,920,EA,548.0,ATL,IAD,-17
23585,5,920,AA,77.0,IAD,LAX,-9
23586,5,940,AA,337.0,IAD,ORD,-20
23587,5,944,DL,974.0,SLC,IAD,-11
23588,5,945,UA,1237.0,IAD,JAX,-12
23589,5,948,AA,290.0,ORD,IAD,-6
23590,5,1000,US,172.0,IAD,PHF,-4
23591,5,1000,UA,904.0,IAD,LGA,44
23592,5,1000,UA,1423.0,EWR,IAD,2
23593,5,1000,NW,1165.0,IAD,MEM,-4
23594,5,1000,UA,1023.0,BOS,IAD,0
23595,5,1001,UA,1132.0,IAD,DTW,-18
23596,5,1002,UA,1428.0,IAD,BDL,2
23597,5,1008,UA,1000.0,IAD,CLE,-10
23598,5,1010,UA,1400.0,IAD,EWR,1
23599,5,1010,UA,1577.0,BDL,IAD,1
23600,5,1015,UA,1553.0,CLE,IAD,20
23601,5,1018,UA,1280.0,IAD,BUF,-12
23602,5,1020,DL,880.0,ATL,IAD,4
23603,5,1023,UA,1144.0,IAD,ROC,-9
23604,5,1041,UA,270.0,DEN,IAD,-1
23605,5,1050,CO,778.0,DEN,IAD,0
23606,5,1115,UA,523.0,IAD,ORD,-11
23607,5,1120,US,348.0,PHF,IAD,0
23608,5,1120,UA,1402.0,MSY,IAD,14
23609,5,1125,UA,906.0,IAD,LGA,-4
23610,5,1145,UA,907.0,LGA,IAD,43
23611,5,1150,EA,665.0,IAD,ATL,55
23612,5,1154,UA,1423.0,IAD,ORF,-1
23613,5,1200,UA,1553.0,IAD,GSO,-16
23614,5,1200,CO,1621.0,IAD,DEN,37
23615,5,1200,UA,1192.0,MCO,IAD,24
23616,5,1202,UA,1555.0,BDL,IAD,12
23617,5,1202,UA,1577.0,IAD,MCO,-6
23618,5,1204,UA,1023.0,IAD,RDU,-3
23619,5,1205,CO,200.0,PBI,IAD,21
23620,5,1210,UA,1619.0,CLE,IAD,5
23621,5,1210,UA,1145.0,DTW,IAD,-9
23622,5,1210,UA,1294.0,FLL,IAD,2
23623,5,1215,UA,1283.0,EWR,IAD,-6
23624,5,1218,UA,1554.0,MIA,IAD,20
23625,5,1220,UA,1043.0,ROC,IAD,-1
23626,5,1220,UA,1267.0,BUF,IAD,8
23627,5,1220,EA,652.0,ATL,IAD,1
23628,5,1225,UA,1064.0,TPA,IAD,6
23629,5,1225,UA,910.0,PBI,IAD,18
23630,5,1225,UA,20.0,SFO,IAD,41
23631,5,1230,US,348.0,IAD,PIT,3
23632,5,1230,UA,909.0,LGA,IAD,20
23633,5,1230,UA,1256.0,JAX,IAD,-1
23634,5,1230,CO,1099.0,IAD,IAH,11
23635,5,1235,AA,272.0,IAD,BDL,8
23636,5,1235,CO,182.0,MCO,IAD,11
23637,5,1240,DL,539.0,IAD,ATL,42
23638,5,1250,NW,952.0,MEM,IAD,-4
23639,5,1250,UA,54.0,LAX,IAD,7
23640,5,1311,AA,131.0,IAD,DFW,5
23641,5,1320,US,340.0,PIT,IAD,18
23642,5,1320,UA,1403.0,CHS,IAD,14
23643,5,1320,NW,1258.0,MSP,IAD,14
23644,5,1325,CO,586.0,DEN,IAD,-5
23645,5,1330,AA,36.0,LAX,IAD,10
23646,5,1335,CO,1092.0,IAH,IAD,5
23647,5,1341,AA,567.0,BDL,IAD,-4
23648,5,1345,UA,1450.0,GSO,IAD,-3
23649,5,1354,UA,1043.0,IAD,MSY,3
23650,5,1355,UA,907.0,IAD,CAE,2
23651,5,1356,UA,1267.0,IAD,MIA,3
23652,5,1400,UA,908.0,IAD,LGA,67
23653,5,1402,UA,1291.0,IAD,FLL,-2
23654,5,1404,UA,1619.0,IAD,RSW,-20
23655,5,1405,UA,112.0,ORD,IAD,2
23656,5,1410,UA,1555.0,IAD,GSO,6
23657,5,1412,UA,1145.0,IAD,SRQ,-9
23658,5,1415,UA,283.0,IAD,DEN,2
23659,5,1420,UA,909.0,IAD,MCO,10
23660,5,1436,AA,338.0,DFW,IAD,-13
23661,5,1441,UA,1427.0,IAD,TPA,-10
23662,5,1450,UA,1002.0,MCO,IAD,0
23663,5,1450,CO,157.0,IAD,MCO,-6
23664,5,1450,CO,267.0,IAD,PBI,13
23665,5,1510,US,481.0,IAD,PIT,7
23666,5,1510,CO,1675.0,IAD,DEN,42
23667,5,1515,UA,1184.0,IAD,DTW,16
23668,5,1515,EA,541.0,IAD,ATL,21
23669,5,1522,UA,898.0,IAD,BOS,93
23670,5,1524,DL,742.0,ATL,IAD,47
23671,5,1526,UA,1450.0,IAD,CLE,5
23672,5,1527,AA,567.0,IAD,DFW,17
23673,5,1528,UA,1554.0,IAD,BDL,28
23674,5,1530,UA,1294.0,IAD,EWR,2
23675,5,1532,UA,1402.0,IAD,ROC,22
23676,5,1534,UA,1064.0,IAD,BUF,4
23677,5,1535,CO,582.0,DEN,IAD,-3
23678,5,1550,UA,910.0,IAD,LGA,5
23679,5,1551,UA,1068.0,RDU,IAD,-2
23680,5,1551,UA,1224.0,GSO,IAD,2
23681,5,1554,UA,1154.0,CAE,IAD,-2
23682,5,1557,AA,236.0,ORD,IAD,19
23683,5,1600,UA,915.0,LGA,IAD,28
23684,5,1605,NW,616.0,DTW,IAD,22
23685,5,1605,UA,1405.0,MSY,IAD,-1
23686,5,1617,DL,932.0,SLC,IAD,-1
23687,5,1625,DL,573.0,IAD,ATL,16
23688,5,1625,NW,449.0,IAD,MSP,17
23689,5,1637,TW,674.0,STL,IAD,5
23690,5,1655,UA,671.0,IAD,ORD,9
23691,5,1655,DL,934.0,ATL,IAD,115
23692,5,1655,UA,144.0,ORD,IAD,18
23693,5,1700,US,116.0,PIT,IAD,16
23694,5,1710,UA,916.0,ORF,IAD,30
23695,5,1713,UA,1572.0,MIA,IAD,9
23696,5,1715,NW,948.0,IAD,DTW,0
23697,5,1715,UA,918.0,FLL,IAD,16
23698,5,1715,UA,1404.0,RSW,IAD,5
23699,5,1720,TW,863.0,IAD,SFO,12
23700,5,1721,AA,622.0,DFW,IAD,-8
23701,5,1725,UA,1025.0,BOS,IAD,99
23702,5,1728,UA,1068.0,IAD,BOS,71
23703,5,1730,UA,539.0,BDL,IAD,27
23704,5,1730,CO,847.0,IAD,IAH,32
23705,5,1730,UA,1476.0,SRQ,IAD,15
23706,5,1730,UA,55.0,IAD,LAX,4
23707,5,1732,UA,1002.0,IAD,CLE,1
23708,5,1735,UA,1621.0,BUF,IAD,0
23709,5,1735,UA,1561.0,EWR,IAD,-7
23710,5,1735,NW,708.0,MSP,IAD,10
23711,5,1736,UA,1224.0,IAD,BDL,12
23712,5,1737,UA,1263.0,TPA,IAD,17
23713,5,1740,UA,1154.0,IAD,EWR,4
23714,5,1740,UA,1425.0,DTW,IAD,6
23715,5,1745,UA,1575.0,CLE,IAD,21
23716,5,1745,UA,914.0,IAD,LGA,23
23717,5,1745,UA,917.0,LGA,IAD,-6
23718,5,1745,UA,559.0,MCO,IAD,8
23719,5,1754,UA,1505.0,ROC,IAD,5
23720,5,1755,CO,480.0,PBI,IAD,22
23721,5,1755,DL,249.0,IAD,SLC,23
23722,5,1800,NW,837.0,IAD,MEM,-6
23723,5,1800,UA,347.0,IAD,DEN,7
23724,5,1805,CO,154.0,MCO,IAD,7
23725,5,1810,CO,1637.0,IAD,DEN,14
23726,5,1810,AA,75.0,IAD,LAX,-9
23727,5,1820,US,473.0,IAD,PIT,22
23728,5,1835,UA,916.0,IAD,LGA,20
23729,5,1840,CO,848.0,IAH,IAD,8
23730,5,1859,AA,33.0,IAD,DFW,7
23731,5,1910,DL,1089.0,IAD,ATL,102
23732,5,1915,UA,562.0,CLE,IAD,20
23733,5,1925,UA,1477.0,EWR,IAD,0
23734,5,1925,UA,919.0,LGA,IAD,11
23735,5,1928,AA,121.0,IAD,ORD,10
23736,5,1930,UA,1027.0,BDL,IAD,4
23737,5,1930,UA,1575.0,IAD,CAE,18
23738,5,1932,UA,1505.0,IAD,RSW,23
23739,5,1933,UA,1621.0,IAD,PBI,18
23740,5,1934,UA,539.0,IAD,MCO,29
23741,5,1935,UA,1559.0,BOS,IAD,46
23742,5,1936,UA,1561.0,IAD,CHS,24
23743,5,1938,UA,1425.0,IAD,FLL,15
23744,5,1940,UA,917.0,IAD,RDU,3
23745,5,1945,CO,897.0,IAD,LAX,33
23746,5,1950,UA,1479.0,IAD,JAX,212
23747,5,1950,CO,197.0,IAD,MCO,-12
23748,5,1950,UA,710.0,ORD,IAD,25
23749,5,1950,CO,165.0,IAD,PBI,-6
23750,5,1959,AA,472.0,DFW,IAD,-13
23751,5,2000,UA,1127.0,IAD,TPA,33
23752,5,2004,EA,698.0,ATL,IAD,45
23753,5,2006,UA,939.0,IAD,ORD,57
23754,5,2010,AA,924.0,ORD,IAD,36
23755,5,2010,NW,808.0,MEM,IAD,-5
23756,5,2014,TW,664.0,STL,IAD,7
23757,5,2015,UA,921.0,LGA,IAD,16
23758,5,2015,TW,549.0,IAD,STL,-1
23759,5,2022,UA,1572.0,IAD,BUF,-7
23760,5,2025,UA,918.0,IAD,LGA,11
23761,5,2028,UA,1476.0,IAD,BDL,30
23762,5,2030,UA,1404.0,IAD,ROC,-4
23763,5,2032,UA,559.0,IAD,CLE,9
23764,5,2035,UA,1263.0,IAD,DTW,-8
23765,5,2038,DL,844.0,ATL,IAD,35
23766,5,2040,CO,154.0,IAD,BOS,16
23767,5,2045,UA,640.0,HPN,IAD,6
23768,5,2100,UA,562.0,IAD,EWR,34
23769,5,2105,UA,54.0,IAD,BOS,47
23770,5,2120,NW,346.0,DTW,IAD,1
23771,5,2130,EA,932.0,IAD,CLE,106
23772,5,2135,UA,59.0,IAD,SFO,9
23773,5,2135,US,596.0,PIT,IAD,15
23774,5,2145,UA,1559.0,IAD,GSO,13
23775,5,2200,CO,896.0,LAX,IAD,-6
23776,5,2217,AA,92.0,LAX,IAD,4
23777,5,2225,AA,97.0,IAD,LAX,-5
23778,5,2230,UA,16.0,SFO,IAD,11
23779,5,2333,DL,962.0,ATL,IAD,-9
23780,6,515,UA,797.0,IAD,CRW,-1
23781,6,600,UA,899.0,ORD,IAD,2
23782,6,615,UA,631.0,IAD,HPN,6
23783,6,615,DL,357.0,IAD,ATL,10
23784,6,615,UA,341.0,IAD,DEN,-7
23785,6,625,CO,581.0,IAD,DEN,29
23786,6,630,UA,902.0,CLE,IAD,12
23787,6,630,UA,1536.0,CAE,IAD,-3
23788,6,635,EA,931.0,CLE,IAD,12
23789,6,635,UA,563.0,EWR,IAD,-4
23790,6,645,UA,901.0,LGA,IAD,-4
23791,6,645,UA,1095.0,DTW,IAD,-1
23792,6,645,UA,1299.0,BOS,IAD,-1
23793,6,650,CO,151.0,BOS,IAD,23
23794,6,650,NW,675.0,IAD,MSP,-12
23795,6,655,UA,16.0,IAD,PHL,5
23796,6,655,UA,900.0,IAD,LGA,1
23797,6,700,UA,1465.0,BDL,IAD,-5
23798,6,700,EA,509.0,IAD,ATL,0
23799,6,700,UA,1401.0,FLL,IAD,8
23800,6,705,UA,21.0,PHL,IAD,7
23801,6,705,UA,1252.0,TPA,IAD,-2
23802,6,705,UA,1000.0,RSW,IAD,-4
